year,month,supplier,item_code,item_type,retail_sales,retail_transfers,cost_per_unit,beg_inventory,end_inventory
2024,10,Patel Group,SKU5594,Cider,94.01,40,5.53,455,461
2024,10,Cobb Group,SKU5698,Mixer,132.0,148,5.5,444,340
2024,10,"Riddle, Robinson and Banks",SKU5726,Mixer,101.4,150,6.76,447,428
2024,10,HOLT LTD,SKU5808,Spirits,717.78,119,51.27,214,175
2024,10,Glover-Johnson,SKU5820,Mixer  ,167.91,142,5.79,113,445
2024,10,Thomas-Campos,SKU5884,Mixer,69.68,130,5.36,212,338
2024,10,Cobb Group,SKU5890,Wine,608.31,198,22.53,330,128
2024,10,"Anderson, Williams and Scott",SKU5913,Spirits,333.9,12,37.1,206,381
2024,10,"Robinson, Fleming and Adkins",SKU5986,Cider,47.65,115,9.53,236,384
2024,10,Cook-Gregory,SKU6096,Beer,185.25,27,9.75,481,394
2024,10,Black-Powers,SKU6162,Cider,69.06,81,11.51,133,375
2024,10,Jones-Jensen,SKU6217,Wine,670.41,60,24.83,140,499
2024,10,Baker Group,SKU6262,Cider,327.41,8,11.29,219,236
2024,10,Contreras and Sons,SKU6318,Cider,113.0,27,5.65,246,362
2024,10,Guerrero-Sullivan,SKU6366,Spirits,1080.34,75,56.86,451,296
2024,10,Hayes-Burke,SKU6449,Cider,101.7,63,5.65,107,303
2024,10,Rivera-Swanson,SKU6453,Cider,256.76,86,9.17,462,103
2024,10,Baker Group,SKU6480,Beer,120.78,85,5.49,75,111
2024,10,Rice Ltd,SKU6496,Beer,317.24,75,11.33,147,115
2024,10,"Reed, Harris and Wilson",SKU6602,Spirits,393.1,59,39.31,229,277
2024,10,"Sutton, Rogers and Rodriguez",SKU6698,Mixer,143.52,9,5.52,427,368
2024,10,Baker Group,SKU6701,Spirits,437.4,125,24.3,251,146
2024,10,Edwards-Hudson,SKU6788,Wine,326.4,65,21.76,476,89
2024,10,"Allen, Ramirez and Rodriguez",SKU6813,Mixer,121.5,27,4.86,147,413
2024,10,BAXTER LLC,SKU6845,Mixer  ,154.5,104,6.18,321,207
2024,10,"Tate, Callahan and Ford",SKU6858,Mixer,21.49,99,3.07,330,346
2024,10,Hall PLC,SKU6952,Mixer,150.1,152,7.9,194,372
2024,10,Glover-Johnson,SKU6954,Mixer,103.18,176,7.37,181,218
2024,10,Holt Ltd,SKU6955,Beer,120.1,131,12.01,393,189
2024,10,Rivera-Swanson,SKU6956,Cider,102.69,51,11.41,322,71
2024,10,"Strong, Elliott and Parsons",SKU6957,Beer,103.28,121,12.91,339,298
2024,10,Holt Ltd,SKU7006,Mixer,96.4,168,4.82,499,314
2024,10,Romero Inc,SKU7042,Wine,227.6,35,11.38,242,309
2024,10,Rodriguez-Allen,SKU7050,Wine,445.77,162,16.51,477,251
2024,10,"Reed, Harris and Wilson",SKU7052,Beer,175.68,188,10.98,63,472
2024,10,Cook-Gregory,SKU7169,Wine  ,479.85,103,22.85,198,463
2024,10,Douglas PLC,SKU7202,Cider,118.4,11,11.84,136,122
2024,10,"Hanson, Morris and Moran",SKU7259,Mixer,76.96,89,5.92,117,178
2024,10,Rivera-Swanson,SKU7267,Mixer,45.76,115,4.16,89,127
2024,10,Cook-Gregory,SKU7314,Cider,191.33,162,10.07,464,488
2024,10,Black-Powers,SKU7401,Wine,536.48,10,19.16,295,187
2024,10,Glover-Johnson,SKU7416,Cider,181.44,159,6.48,427,164
2024,10,GUERRERO-SULLIVAN,SKU7428,Cider,76.16,29,5.44,469,447
2024,10,"Martinez, Fry and Wallace",SKU7469,Spirits,707.94,111,30.78,74,333
2024,10,Bauer LLC,SKU7486,Wine,607.1,153,23.35,62,479
2024,10,Baker Group,SKU7513,Wine,106.26,170,17.71,159,284
2024,10,Holt Ltd,SKU7525,Spirits,436.54,12,33.58,354,445
2024,10,Douglas PLC,SKU7543,Cider,43.47,99,6.21,62,426
2024,10,Glover-Johnson,SKU7544,Spirits,435.6,61,36.3,205,108
2024,10,"Robinson, Fleming and Adkins",SKU7625,Beer,174.72,80,10.92,151,453
2024,10,Jones-Jensen,SKU7652,Cider,257.84,100,11.72,209,103
2024,10,Patel Group,SKU7660,Mixer,124.2,184,5.4,491,137
2024,10,Thomas-Campos,SKU7701,Wine,309.26,143,22.09,497,433
2024,10,Moore-Williams,SKU7708,Spirits,329.2,18,41.15,183,385
2024,10,Mccoy Ltd,SKU7714,Mixer,189.8,163,7.3,68,173
2024,10,Lambert Inc,SKU7715,Cider,77.85,61,5.19,339,94
2024,10,"Mcknight, Lopez and Wilson",SKU7732,Spirits,463.8,24,46.38,50,265
2024,10,"Anderson, Williams and Scott",SKU7868,Cider,97.02,95,6.93,384,307
2024,10,"Allen, Ramirez and Rodriguez",SKU7944,Mixer,51.94,64,7.42,327,211
2024,10,"Ayers, Morales and Jordan",SKU7951,Cider,89.28,65,9.92,87,380
2024,10,Cook-Gregory,SKU7969,Wine,134.58,77,22.43,205,387
2024,10,"Allen, Ramirez and Rodriguez",SKU7983,Spirits  ,940.96,174,58.81,159,260
2024,10,Bauer LLC,SKU7999,Wine,516.25,146,20.65,464,126
2024,10,Martinez-Marquez,SKU8036,Wine,153.28,106,19.16,171,385
2024,10,Guerrero-Sullivan,SKU8059,Wine,413.4,57,15.9,146,280
2024,10,Glover-Johnson,SKU8172,Mixer,113.68,25,4.06,484,471
2024,10,Graham Inc,SKU8181,Wine,254.1,146,11.55,181,487
2024,10,"Perkins, Turner and Elliott",SKU8200,Cider,61.81,50,8.83,320,125
2024,10,Haynes LLC,SKU8228,Mixer,53.64,52,4.47,212,57
2024,10,"Riddle, Robinson and Banks",SKU8286,Beer,128.94,20,9.21,147,189
2024,10,Rivera-Swanson,SKU8297,Spirits,616.56,172,51.38,420,96
2024,10,Jones-Jensen,SKU8334,Wine  ,399.3,49,18.15,65,195
2024,10,Hall PLC,SKU8373,Mixer,128.2,120,6.41,88,309
2024,10,Haynes LLC,SKU8391,Spirits,141.1,144,28.22,462,394
2024,10,Jones-Jensen,SKU8400,Cider,167.04,146,5.76,301,414
2024,10,Bauer LLC,SKU8410,Mixer  ,95.28,54,7.94,364,480
2024,10,Douglas PLC,SKU8455,Spirits,261.36,184,43.56,396,329
2024,10,Guerrero-Sullivan,SKU8474,Cider,270.4,153,10.4,157,100
2024,10,"Reed, Harris and Wilson",SKU8633,Cider,26.7,111,5.34,303,331
2024,10,Cobb Group,SKU8673,Wine,216.72,60,18.06,136,395
2024,10,Romero Inc,SKU8680,Mixer,71.01,31,7.89,488,394
2024,10,Rivera-Swanson,SKU8695,Wine,411.88,48,14.71,494,386
2024,10,Mccoy Ltd,SKU8733,Beer,150.64,29,10.76,297,96
2024,10,Mejia-Holmes,SKU8815,Mixer,43.94,133,3.38,263,281
2024,10,Richardson-Ferguson,SKU8833,Mixer,69.3,195,6.93,241,166
2024,10,"Anderson, Williams and Scott",SKU8834,Spirits,153.96,115,25.66,294,452
2024,10,Martinez-Marquez,SKU8859,Beer,276.64,145,10.64,265,364
2024,10,"Perkins, Turner and Elliott",SKU8946,Spirits,387.2,22,35.2,289,319
2024,10,Mejia-Holmes,SKU8954,Spirits,236.22,136,39.37,158,192
2024,10,"Ayers, Morales and Jordan",SKU9001,Mixer,75.2,188,3.76,440,434
2024,10,Moore-Williams,SKU9049,Spirits,441.42,98,21.02,388,484
2024,10,Rivera-Swanson,SKU9111,Beer  ,247.52,27,9.52,145,489
2024,10,"Ayers, Morales and Jordan",SKU9144,Cider  ,118.44,176,9.87,201,335
2024,10,Cook-Gregory,SKU9183,Cider,213.64,92,7.63,300,62
2024,10,"Robinson, Young and Garcia",SKU9217,Wine,177.66,169,12.69,198,352
2024,10,Baker Group,SKU9242,Mixer,112.65,48,7.51,61,142
2024,10,Hall PLC,SKU9268,Wine,233.28,5,19.44,103,53
2024,10,"Tate, Callahan and Ford",SKU9269,Wine,81.9,62,16.38,192,300
2024,10,"Reed, Harris and Wilson",SKU9347,Wine,131.34,16,21.89,372,169
2024,10,Rivera-Swanson,SKU9417,Cider,150.26,6,6.83,307,90
2024,10,Rodriguez-Allen,SKU9474,Wine,75.66,136,12.61,391,201
2024,10,"Robinson, Young and Garcia",SKU9481,Wine,135.96,8,22.66,349,309
2024,10,Vance Inc,SKU9531,Beer,400.4,189,14.3,443,430
2024,10,Rodriguez-Allen,SKU9556,Spirits,476.25,13,31.75,454,102
2024,10,Edwards-Hudson,SKU9597,Spirits,909.15,67,31.35,245,485
2024,10,"Moore, Noble and Wallace",SKU9643,Mixer,57.75,61,5.25,342,371
2024,10,Martinez-Marquez,SKU9768,Spirits,952.43,69,41.41,59,383
2024,10,"Robinson, Young and Garcia",SKU9800,Beer  ,100.0,42,6.25,446,245
2024,10,Jones-Jensen,SKU9818,Cider,188.0,138,7.52,285,236
2024,10,Cook-Gregory,SKU9819,Wine,648.0,118,24.0,315,314
2024,10,"Anderson, Williams and Scott",SKU9874,Wine,426.44,9,15.23,398,320
2024,10,MOORE-WILLIAMS,SKU9900,Cider,158.01,99,6.87,50,256
2024,10,Vance Inc,SKU9911,Beer,291.2,189,10.4,138,247
2024,10,Richardson-Ferguson,SKU9969,Cider,243.8,74,10.6,376,123
2024,10,"Riddle, Robinson and Banks",SKU10000,Spirits,904.2,72,45.21,373,388
2024,10,"Sutton, Rogers and Rodriguez",SKU10001,Wine,129.25,1,11.75,492,292
2024,10,Cobb Group,SKU10108,Cider,42.4,192,5.3,481,157
2024,10,Romero Inc,SKU10140,Mixer,89.93,78,3.91,321,235
2024,10,"Anderson, Williams and Scott",SKU10250,Spirits,1626.8,12,58.1,350,200
2024,10,Richardson-Ferguson,SKU10270,Wine,400.14,190,15.39,258,78
2024,10,"Allen, Ramirez and Rodriguez",SKU10292,Mixer,94.82,139,4.31,417,163
2024,10,"Johnson, Davis and Finley",SKU10296,Wine,305.82,72,16.99,478,423
2024,10,"Perkins, Turner and Elliott",SKU10314,Mixer,105.4,170,6.2,359,257
2024,10,"Reed, Harris and Wilson",SKU10316,Mixer,34.21,79,3.11,236,421
2024,10,Cobb Group,SKU10377,Beer,58.7,53,5.87,196,496
2024,10,"Sutton, Rogers and Rodriguez",SKU10380,Beer,397.32,50,14.19,370,466
2024,10,"Anderson, Williams and Scott",SKU10446,Mixer,71.68,100,4.48,212,199
2024,10,"Reed, Harris and Wilson",SKU10448,Beer,208.78,12,8.03,424,141
2024,10,Richardson-Ferguson,SKU10469,Cider,196.32,25,8.18,102,113
2024,10,Mejia-Holmes,SKU10485,Wine,372.96,36,20.72,338,289
2024,10,Rice Ltd,SKU10548,Beer,139.08,37,11.59,473,60
2024,10,Vance Inc,SKU10562,Spirits,185.12,85,23.14,213,309
2024,10,Martinez-Marquez,SKU10598,Beer,60.2,190,6.02,326,452
2024,10,"Allen, Ramirez and Rodriguez",SKU10606,Wine,563.08,157,20.11,252,451
2024,10,Richardson-Ferguson,SKU10661,Beer,102.03,196,5.37,147,262
2024,10,Padilla-Marquez,SKU10677,Mixer,158.97,129,7.57,353,50
2024,10,Holt Ltd,SKU10680,Beer,161.56,163,5.77,152,239
2024,10,Rodriguez-Allen,SKU10729,Cider  ,148.59,68,11.43,52,256
2024,10,Padilla-Marquez,SKU10757,Beer,37.32,81,6.22,144,361
2024,10,"Riddle, Robinson and Banks",SKU10760,Beer,215.27,47,11.33,170,455
2024,10,"Reed, Harris and Wilson",SKU10769,Cider,132.2,186,6.61,429,499
2024,10,"Robinson, Young and Garcia",SKU10839,Mixer,108.72,179,4.53,304,471
2024,10,Moore-Williams,SKU10851,Spirits,461.61,124,20.07,376,357
2024,10,"Tate, Callahan and Ford",SKU10911,Wine,325.67,127,11.23,474,381
2024,10,Baxter LLC,SKU10925,Spirits,539.85,61,35.99,460,225
2024,10,"Mcknight, Lopez and Wilson",SKU10966,Beer,200.07,50,10.53,63,184
2024,10,"Peterson, Miles and Howard",SKU10985,Cider  ,179.4,196,6.9,373,352
2022,11,Edwards-Hudson,SKU1015,Cider,53.65,43,10.73,179,389
2022,11,Martinez-Marquez,SKU1081,Spirits,593.58,13,45.66,196,269
2022,11,Patel Group,SKU1244,Spirits,499.84,2,45.44,348,86
2022,11,MCCOY LTD,SKU1284,Mixer,184.14,183,6.82,402,65
2022,11,Thomas-Campos,SKU1286,Spirits,348.0,98,21.75,267,270
2022,11,Black-Powers,SKU1310,Cider,220.2,183,11.01,382,300
2022,11,Haynes LLC,SKU1336,Spirits,402.0,44,20.1,169,478
2022,11,"Perez, Ray and Miller",SKU1353,Beer,221.13,126,10.53,271,361
2022,11,Douglas PLC,SKU1359,Spirits,471.1,18,47.11,257,147
2022,11,"Tate, Callahan and Ford",SKU1389,Cider,203.25,186,8.13,61,83
2022,11,Cobb Group,SKU1393,Cider  ,330.89,0,11.41,262,232
2022,11,"Reed, Harris and Wilson",SKU1445,Wine  ,460.08,151,19.17,262,262
2022,11,Rivera-Swanson,SKU1504,Cider,92.4,37,6.6,486,451
2022,11,"Moore, Noble and Wallace",SKU1506,Spirits,399.62,146,30.74,101,450
2022,11,Rodriguez-Allen,SKU1529,Beer,66.95,199,13.39,245,294
2022,11,"Reed, Harris and Wilson",SKU1578,Mixer,107.36,65,4.88,463,209
2022,11,Romero Inc,SKU1630,Cider  ,194.67,19,9.27,141,284
2022,11,Hall PLC,SKU1668,Wine  ,524.16,19,20.16,216,371
2022,11,"Ayers, Morales and Jordan",SKU1703,Wine,289.37,189,15.23,223,258
2022,11,"Reed, Harris and Wilson",SKU1743,Cider,203.0,3,8.12,495,246
2022,11,Douglas PLC,SKU1746,Beer  ,266.24,112,10.24,467,422
2022,11,Johnson Group,SKU1751,Cider,197.4,176,9.87,328,447
2022,11,"Perkins, Turner and Elliott",SKU1756,Wine,162.19,63,23.17,458,369
2022,11,"Perkins, Turner and Elliott",SKU1876,Cider,289.5,31,11.58,94,465
2022,11,"ROBINSON, YOUNG AND GARCIA",SKU1888,Wine,419.22,98,23.29,160,217
2022,11,Rice Ltd,SKU1959,Beer,76.2,177,12.7,265,81
2022,11,Hall PLC,SKU1985,Beer,130.5,100,5.22,280,376
2022,11,"Mcknight, Lopez and Wilson",SKU1999,Spirits,719.68,171,55.36,95,236
2022,11,"Mcknight, Lopez and Wilson",SKU2047,Mixer,101.14,14,7.78,428,180
2022,11,Graham Inc,SKU2053,Beer,330.28,68,14.36,398,448
2022,11,"Perez, Ray and Miller",SKU2073,Mixer,24.24,111,3.03,272,86
2022,11,"Ayers, Morales and Jordan",SKU2086,Spirits,475.8,145,36.6,213,390
2022,11,Bauer LLC,SKU2214,Beer,51.0,140,10.2,266,114
2022,11,Mccoy Ltd,SKU2386,Mixer,97.07,76,5.71,319,154
2022,11,Baxter LLC,SKU2422,Mixer,126.15,133,4.35,223,308
2022,11,"Anderson, Williams and Scott",SKU2476,Beer,368.3,3,12.7,79,393
2022,11,"Reed, Harris and Wilson",SKU2485,Beer,131.25,104,6.25,434,57
2022,11,"Martinez, Fry and Wallace",SKU2521,Cider,180.03,193,10.59,421,410
2022,11,Hall PLC,SKU2534,Mixer,67.84,1,4.24,90,221
2022,11,Black-Powers,SKU2564,Wine,505.18,6,17.42,229,222
2022,11,"Mcknight, Lopez and Wilson",SKU2635,Wine,99.68,124,12.46,431,287
2022,11,Glover-Johnson,SKU2721,Spirits,864.76,122,33.26,490,448
2022,11,Baker Group,SKU2722,Beer,188.1,19,10.45,243,113
2022,11,Johnson Group,SKU2734,Mixer,89.46,125,4.97,357,75
2022,11,Thomas-Campos,SKU2769,Mixer,89.87,45,4.73,152,372
2022,11,"Perez, Ray and Miller",SKU2776,Mixer,17.2,0,3.44,160,364
2022,11,"Robinson, Fleming and Adkins",SKU2777,Wine,385.44,182,24.09,72,94
2022,11,"Allen, Ramirez and Rodriguez",SKU2811,Spirits,706.86,51,50.49,344,396
2022,11,Hayes-Burke,SKU2921,Wine,117.7,113,10.7,138,122
2022,11,Martinez-Marquez,SKU2940,Spirits  ,224.3,63,22.43,73,477
2022,11,"Riddle, Robinson and Banks",SKU2942,Spirits,559.36,139,29.44,52,186
2022,11,Padilla-Marquez,SKU3024,Spirits,564.3,132,25.65,255,170
2022,11,"Johnson, Davis and Finley",SKU3037,Cider,111.98,119,10.18,167,141
2022,11,Rice Ltd,SKU3053,Beer,82.6,14,5.9,359,375
2022,11,Cook-Gregory,SKU3089,Spirits,554.4,21,23.1,254,88
2022,11,Black-Powers,SKU3137,Cider,196.69,46,11.57,253,394
2022,11,"Johnson, Davis and Finley",SKU3152,Spirits,500.16,158,20.84,479,412
2022,11,"Peterson, Miles and Howard",SKU3189,Wine,139.52,93,17.44,345,317
2022,11,Romero Inc,SKU3213,Mixer  ,87.4,91,3.8,416,387
2022,11,Romero Inc,SKU3222,Spirits,1342.25,13,53.69,326,138
2022,11,Mejia-Holmes,SKU3236,Cider,50.85,189,10.17,494,230
2022,11,"Sutton, Rogers and Rodriguez",SKU3253,Beer,75.84,6,9.48,123,196
2022,11,"Allen, Ramirez and Rodriguez",SKU3286,Cider,128.18,92,9.86,364,462
2022,11,LAMBERT INC,SKU3325,Mixer,47.34,46,5.26,249,348
2022,11,"ROBINSON, YOUNG AND GARCIA",SKU3389,Wine,158.48,58,11.32,263,177
2022,11,Rivera-Swanson,SKU3463,Cider,41.7,85,6.95,356,413
2022,11,Vance Inc,SKU3488,Mixer,118.49,136,6.97,315,435
2022,11,Holt Ltd,SKU3494,Wine,347.65,186,20.45,390,215
2022,11,"ROBINSON, YOUNG AND GARCIA",SKU3496,Wine,317.52,44,15.12,459,315
2022,11,Romero Inc,SKU3547,Beer,25.6,150,5.12,199,399
2022,11,Graham Inc,SKU3597,Mixer,97.47,130,3.61,365,236
2022,11,"Reed, Harris and Wilson",SKU3623,Mixer,176.28,39,6.78,295,66
2022,11,"Martinez, Fry and Wallace",SKU3636,Mixer,29.52,136,3.28,368,181
2022,11,"Sutton, Rogers and Rodriguez",SKU3668,Spirits,772.74,18,28.62,227,214
2022,11,PATEL GROUP,SKU3682,Spirits,1356.77,0,58.99,124,410
2022,11,Rice Ltd,SKU3694,Wine,628.88,3,22.46,443,272
2022,11,"Mcknight, Lopez and Wilson",SKU3762,Mixer,43.2,157,7.2,99,475
2022,11,Rivera-Swanson,SKU3789,Spirits,530.06,104,31.18,56,430
2022,11,Graham Inc,SKU3816,Mixer  ,90.06,35,4.74,104,253
2022,11,Hall PLC,SKU3863,Mixer,81.0,100,4.05,376,270
2022,11,Romero Inc,SKU3865,Beer,195.48,39,7.24,120,481
2022,11,BAKER GROUP,SKU3925,Spirits,457.2,160,25.4,423,162
2022,11,Patel Group,SKU3967,Cider,180.38,151,6.22,154,280
2022,11,Rice Ltd,SKU3997,Spirits,694.72,110,43.42,90,288
2022,11,"Johnson, Davis and Finley",SKU4082,Wine,422.2,25,21.11,176,293
2022,11,HAYES-BURKE,SKU4141,Wine,513.8,31,18.35,209,446
2022,11,Vance Inc,SKU4198,Beer  ,121.8,35,5.8,126,174
2022,11,Hall PLC,SKU4218,Spirits,439.08,150,36.59,230,126
2022,11,Mccoy Ltd,SKU4265,Mixer,101.36,138,7.24,389,81
2022,11,Mejia-Holmes,SKU4287,Wine,523.44,63,21.81,112,342
2022,11,Mccoy Ltd,SKU4359,Wine,459.31,176,19.97,112,281
2022,11,Jones-Jensen,SKU4406,Cider,104.3,199,7.45,319,113
2022,11,Guerrero-Sullivan,SKU4408,Spirits,233.17,153,33.31,267,361
2022,11,Mccoy Ltd,SKU4419,Wine,286.58,126,12.46,120,243
2022,11,"ANDERSON, WILLIAMS AND SCOTT",SKU4473,Spirits,662.42,88,30.11,346,172
2022,11,Martinez-Marquez,SKU4486,Beer,85.36,134,10.67,157,225
2022,11,Martinez-Marquez,SKU4543,Mixer  ,139.08,154,7.32,207,109
2022,11,"Perez, Ray and Miller",SKU4607,Beer,208.62,17,11.59,489,220
2022,11,Black-Powers,SKU4634,Wine,263.75,0,10.55,119,230
2022,11,Bauer LLC,SKU4647,Wine,325.29,179,15.49,206,138
2022,11,"Perkins, Turner and Elliott",SKU4649,Spirits,397.76,198,49.72,87,381
2022,11,GUERRERO-SULLIVAN,SKU4664,Mixer,135.74,34,6.17,364,251
2022,11,Rodriguez-Allen,SKU4668,Beer  ,207.02,40,9.41,495,297
2022,11,"Robinson, Young and Garcia",SKU4697,Wine,423.63,97,15.69,497,139
2022,11,"Anderson, Williams and Scott",SKU4715,Cider,219.8,121,7.85,439,497
2022,11,"Moore, Noble and Wallace",SKU4757,Beer,200.07,46,10.53,74,161
2022,11,Cobb Group,SKU4799,Cider  ,145.32,188,6.92,249,355
2022,11,Johnson Group,SKU4803,Spirits,634.77,27,23.51,377,317
2022,11,"Johnson, Davis and Finley",SKU4824,Wine,268.05,148,17.87,128,274
2022,11,Johnson Group,SKU4861,Wine,373.78,48,16.99,293,122
2022,11,Rivera-Swanson,SKU4919,Mixer,49.7,91,4.97,481,250
2022,11,Holt Ltd,SKU4923,Beer,63.84,195,10.64,486,208
2022,11,"Perez, Ray and Miller",SKU4934,Mixer,15.95,20,3.19,222,157
2022,11,Padilla-Marquez,SKU4935,Spirits,516.01,96,46.91,348,96
2022,11,Moore-Williams,SKU4954,Wine,401.8,49,20.09,332,289
2022,11,"Riddle, Robinson and Banks",SKU4964,Cider,174.68,95,7.94,243,282
2022,11,Jones-Jensen,SKU4974,Cider,171.36,171,6.12,134,322
2022,11,Rice Ltd,SKU4992,Cider,64.08,124,7.12,111,130
2022,11,Vance Inc,SKU5023,Wine,244.0,37,24.4,173,65
2022,11,PATEL GROUP,SKU5144,Wine,274.95,80,18.33,105,443
2022,11,Graham Inc,SKU5197,Beer,392.08,119,13.52,224,148
2022,11,Moore-Williams,SKU5209,Beer,219.84,102,9.16,119,260
2022,11,Guerrero-Sullivan,SKU5257,Mixer,105.3,5,5.85,203,375
2022,11,Mccoy Ltd,SKU5299,Mixer,105.16,17,4.78,320,408
2022,11,Thomas-Campos,SKU5308,Cider,162.26,151,8.54,445,326
2022,11,Haynes LLC,SKU5335,Spirits,271.6,184,38.8,153,149
2022,11,"Ayers, Morales and Jordan",SKU5353,Spirits,796.18,14,36.19,479,114
2022,11,Guerrero-Sullivan,SKU5624,Cider,187.45,117,8.15,347,202
2022,11,"Hanson, Morris and Moran",SKU5634,Mixer,199.25,171,7.97,159,310
2022,11,"Hanson, Morris and Moran",SKU5649,Spirits,320.1,69,21.34,454,407
2022,11,Cook-Gregory,SKU5838,Cider,64.89,82,9.27,340,302
2022,11,Contreras and Sons,SKU5888,Spirits,728.79,169,42.87,259,246
2022,11,Bauer LLC,SKU5914,Spirits,231.44,169,21.04,110,352
2022,11,"Johnson, Davis and Finley",SKU5915,Cider,125.28,119,6.96,346,160
2022,11,Romero Inc,SKU5995,Cider,89.44,31,5.59,95,284
2022,11,Moore-Williams,SKU5999,Spirits,558.1,73,55.81,435,104
2022,11,Black-Powers,SKU6003,Beer,203.1,167,13.54,418,348
2022,11,"Sutton, Rogers and Rodriguez",SKU6009,Cider,168.08,119,7.64,197,481
2022,11,Romero Inc,SKU6267,Cider,125.18,150,11.38,320,238
2022,11,"Perkins, Turner and Elliott",SKU6295,Beer,328.59,99,12.17,293,293
2022,11,"SUTTON, ROGERS AND RODRIGUEZ",SKU6304,Mixer,146.08,181,6.64,310,187
2022,11,"Perkins, Turner and Elliott",SKU6305,Cider,166.43,8,9.79,482,382
2022,11,Romero Inc,SKU6329,Cider,121.68,144,10.14,262,477
2022,11,"Anderson, Williams and Scott",SKU6346,Spirits,384.09,63,54.87,387,287
2022,11,"Sutton, Rogers and Rodriguez",SKU6354,Wine,598.08,91,21.36,50,334
2022,11,Rivera-Swanson,SKU6375,Beer,128.7,147,14.3,69,124
2022,11,Cobb Group,SKU6399,Mixer,153.8,22,7.69,443,480
2022,11,Patel Group,SKU6436,Wine,336.42,133,18.69,173,467
2022,11,Romero Inc,SKU6487,Spirits  ,1334.87,159,46.03,358,414
2022,11,"Perez, Ray and Miller",SKU6570,Beer,182.25,91,7.29,166,410
2022,11,"Hanson, Morris and Moran",SKU6573,Wine,119.9,73,23.98,483,306
2022,11,Rodriguez-Allen,SKU6578,Wine,191.2,39,11.95,59,230
2022,11,BLACK-POWERS,SKU6615,Spirits,630.3,172,42.02,205,185
2022,11,"Moore, Noble and Wallace",SKU6617,Wine,370.71,120,13.73,492,160
2022,11,Lambert Inc,SKU6622,Mixer,37.8,103,6.3,196,388
2022,11,Contreras and Sons,SKU6694,Spirits,239.25,87,21.75,438,444
2022,11,Vance Inc,SKU6750,Cider,101.92,58,7.84,175,410
2022,11,"Robinson, Young and Garcia",SKU6782,Wine,122.16,120,20.36,117,352
2022,11,"Mcknight, Lopez and Wilson",SKU6799,Spirits,752.94,100,41.83,172,140
2022,11,Baxter LLC,SKU6862,Wine,450.06,32,17.31,439,395
2022,11,"Reed, Harris and Wilson",SKU6919,Spirits,228.72,175,38.12,246,458
2022,11,Johnson Group,SKU6922,Beer,149.38,165,10.67,466,328
2022,11,Jones-Jensen,SKU6973,Cider  ,83.16,96,5.94,473,273
2022,11,Vance Inc,SKU6991,Beer,301.59,199,11.17,187,237
2022,11,Hayes-Burke,SKU7036,Mixer,96.73,53,5.69,134,110
2022,11,"Robinson, Fleming and Adkins",SKU7075,Cider,62.82,198,10.47,449,332
2022,11,Glover-Johnson,SKU7124,Cider  ,185.85,109,8.85,153,130
2022,11,Cook-Gregory,SKU7146,Beer,208.5,61,8.34,81,489
2022,11,"Martinez, Fry and Wallace",SKU7190,Beer,276.78,163,13.18,210,213
2022,11,"Peterson, Miles and Howard",SKU7328,Spirits,248.58,87,41.43,445,180
2022,11,Bauer LLC,SKU7330,Mixer  ,91.2,138,5.7,232,349
2022,11,Douglas PLC,SKU7386,Wine,508.2,46,24.2,325,281
2022,11,Thomas-Campos,SKU7387,Wine,522.9,23,24.9,221,222
2022,11,"Reed, Harris and Wilson",SKU7398,Mixer,81.89,179,4.31,385,469
2022,11,Martinez-Marquez,SKU7451,Beer,201.84,101,8.41,444,54
2022,11,"Perkins, Turner and Elliott",SKU7464,Beer,89.32,29,8.12,453,124
2022,11,"Moore, Noble and Wallace",SKU7471,Beer,29.3,128,5.86,75,259
2022,11,Hall PLC,SKU7473,Beer,141.82,122,10.13,386,342
2022,11,Richardson-Ferguson,SKU7479,Beer  ,265.65,140,12.65,54,391
2022,11,"Ayers, Morales and Jordan",SKU7522,Beer  ,201.96,137,11.88,172,176
2022,11,Black-Powers,SKU7524,Mixer,87.12,94,7.92,321,314
2022,11,"Robinson, Young and Garcia",SKU7688,Cider,103.36,102,6.08,80,485
2022,11,"Tate, Callahan and Ford",SKU7760,Beer,274.39,156,11.93,189,498
2022,11,"Peterson, Miles and Howard",SKU7819,Spirits,231.33,105,21.03,237,460
2022,11,Rice Ltd,SKU7833,Mixer,167.04,22,5.76,258,220
2022,11,Patel Group,SKU7842,Wine,109.52,104,13.69,366,367
2022,11,"Peterson, Miles and Howard",SKU7847,Mixer,101.92,38,3.64,82,287
2022,11,"Moore, Noble and Wallace",SKU7856,Cider,188.72,34,6.74,399,287
2022,11,"Johnson, Davis and Finley",SKU7957,Wine,132.44,30,12.04,101,254
2022,11,Rice Ltd,SKU7973,Beer,201.02,195,8.74,69,423
2022,11,"Perez, Ray and Miller",SKU7978,Spirits,410.5,161,41.05,236,440
2022,11,Vance Inc,SKU8146,Beer  ,49.02,163,8.17,189,165
2022,11,Rodriguez-Allen,SKU8165,Spirits,1054.41,35,50.21,293,360
2022,11,Vance Inc,SKU8171,Cider,199.92,51,9.52,95,451
2022,11,"Martinez, Fry and Wallace",SKU8180,Spirits  ,449.1,177,24.95,230,316
2022,11,"Reed, Harris and Wilson",SKU8191,Wine  ,108.36,4,18.06,439,359
